api_preview,error_type,family,full_prediction,full_score,full_trace_coverage,graph_density,label,model_input_call_count,paired_status,retained_call_count,retained_call_coverage,sample_id,svm_prediction,svm_score,trace_call_count,unit_count
KERNEL32.GetVersion | KERNEL32.HeapCreate | KERNEL32.GetVersionExA | KERNEL32.HeapAlloc | KERNEL32.GetStartupInfoA | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.SetHandleCount | KERNEL32.GetCommandLineA | KERNEL32.GetEnvironmentStringsW | KERNEL32.WideCharToMultiByte | KERNEL32.HeapAlloc | KERNEL32.WideCharToMultiByte | KERNEL32.FreeEnvironmentStringsW | KERNEL32.GetACP | KERNEL32.GetCPInfo | KERNEL32.GetCPInfo | KERNEL32.GetStringTypeW | KERNEL32.MultiByteToWideChar | KERNEL32.MultiByteToWideChar | KERNEL32.GetStringTypeW,FN,dropper,0,-9.123757362365723,1.0,0.2288888888888889,1,221,both_wrong,221,1.0,893eda335adfcda0aeddcbcbbfe7b44dd43af87b8cb7f053164b63be289c3e10,0,0.3719779676417794,221,16
KERNEL32.GetVersion | KERNEL32.HeapCreate | KERNEL32.HeapAlloc | KERNEL32.HeapAlloc | KERNEL32.VirtualAlloc | KERNEL32.VirtualAlloc | KERNEL32.GetStartupInfoA | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.GetStdHandle | KERNEL32.GetFileType | KERNEL32.SetHandleCount | KERNEL32.GetCommandLineA | KERNEL32.GetEnvironmentStringsW | KERNEL32.WideCharToMultiByte | KERNEL32.WideCharToMultiByte | KERNEL32.FreeEnvironmentStringsW | KERNEL32.GetACP | KERNEL32.GetCPInfo | KERNEL32.GetCPInfo | KERNEL32.GetStringTypeW | KERNEL32.MultiByteToWideChar | KERNEL32.MultiByteToWideChar,FN,dropper,0,-8.699359893798828,1.0,0.17319277108433734,1,146,both_wrong,146,1.0,5ab7ed8832792c955c412043385dcd6fa54d77bb9504f996fa45e22239dc23b0.dat,0,0.47369665358974444,146,16
KERNEL32.GetModuleHandleA | USER32.GetKeyboardType | KERNEL32.GetCommandLineA | KERNEL32.GetStartupInfoA | KERNEL32.GetVersion | KERNEL32.GetVersion | KERNEL32.GetCurrentThreadId | KERNEL32.GetModuleFileNameA | KERNEL32.GetModuleFileNameA | ADVAPI32.RegOpenKeyExA | ADVAPI32.RegOpenKeyExA | ADVAPI32.RegOpenKeyExA | KERNEL32.lstrcpynA | KERNEL32.GetThreadLocale | KERNEL32.GetLocaleInfoA | USER32.LoadStringA | KERNEL32.InitializeCriticalSection | KERNEL32.LocalAlloc | KERNEL32.VirtualAlloc | KERNEL32.LocalAlloc | KERNEL32.VirtualAlloc | USER32.LoadStringA | USER32.LoadStringA | USER32.LoadStringA | USER32.LoadStringA,FN,coinminer,0,-8.475086212158203,1.0,0.19553072625698323,1,455,both_wrong,455,1.0,6d577c75c505c4693b1dcbb9d3bd51a9590818299d7904ae65917b15bc3b8acb,0,0.3950717818699001,455,16
KERNEL32.InitializeCriticalSection | KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentProcessId | KERNEL32.GetCurrentThreadId | KERNEL32.GetTickCount | KERNEL32.QueryPerformanceCounter | KERNEL32.GetStartupInfoA | msvcrt._initterm | msvcrt._initterm | KERNEL32.VirtualQuery | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery,FN,dropper,0,-8.393681526184082,1.0,0.3253968253968254,1,75,both_wrong,75,1.0,786d9c89ee25590a8919c8416812865baeeac317d89208124a270de2a36f9665,0,0.2953746979800092,75,16
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,rat,0,-7.2117085456848145,1.0,0.1702127659574468,1,183,both_wrong,183,1.0,3a5584130632bbf838b992f18c5e57c15d5ebe6f759cfbe7e7d1cf593f611183.dat,0,0.3254200099344451,183,16
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetTickCount64 | KERNEL32.QueryPerformanceCounter | KERNEL32.GetStartupInfoW | KERNEL32.GetProcessHeap | KERNEL32.EncodePointer | KERNEL32.EncodePointer | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.InitializeCriticalSectionAndSpinCount | KERNEL32.FlsAlloc | KERNEL32.HeapAlloc | KERNEL32.FlsSetValue,FN,rat,0,-7.203508377075195,1.0,0.17355371900826447,1,120,both_wrong,120,1.0,b2f08f733ec79ddd6c9664238211a38291ee1e943c8a21bb796f13bfee8e863f,0,0.3720729004248971,120,16
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,trojan,0,-7.003748893737793,1.0,0.14186851211072665,1,214,both_wrong,214,1.0,667aa6d742d18726a2d90044565cd0841b1b43f99b3498e5224574807e8e6076,0,0.2957743127724882,214,16
crtdll.__GetMainArgs | IPHLPAPI.GetAdaptersInfo,FN,dropper,0,-6.761828899383545,1.0,0.0,1,2,both_wrong,2,1.0,049983269ab803ebaa1dcb64ddb43a2c4d2d577168db8c76b7b4da647bd353f0,0,0.48149861904857666,2,2
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-6.5695672035217285,1.0,0.1586998087954111,1,338,both_wrong,338,1.0,8ac411f4b10581c38be5c2767747ee0a9279eb4faf02d8e7842b8376e8f742bf.dat,0,0.2618990652444299,338,16
KERNEL32.IsBadReadPtr | KERNEL32.GetVersionExA | KERNEL32.GetCurrentProcess | ADVAPI32.OpenProcessToken | ADVAPI32.GetTokenInformation | SHELL32.ordinal_680 | KERNEL32.CloseHandle | KERNEL32.GetVersionExA | KERNEL32.GetCurrentProcess | KERNEL32.GetVersionExA | ADVAPI32.OpenProcessToken | ADVAPI32.GetTokenInformation | KERNEL32.GetLastError | KERNEL32.LocalAlloc | ADVAPI32.GetTokenInformation | ADVAPI32.GetSidSubAuthorityCount,FN,trojan,0,-6.472535133361816,1.0,0.0,1,16,full_wrong_svm_right,16,1.0,1fc5ea52999d9e24fdc65cd1521c6dde6b3500b1edcb004c4e454b45193f4a16,1,0.5604174783452348,16,16
