family,full_prediction,full_score,full_trace_coverage,graph_density,label,model_input_call_count,paired_status,retained_call_count,retained_call_coverage,sample_id,svm_prediction,svm_score,trace_call_count,unit_count
coinminer,0,-3.0646920204162598,0.011876484560570071,0.0,1,421,full_wrong_svm_right,5,0.011876484560570071,2cf788e47af76959f96d845107042af03057dd277ca1b1f4da559075380890d5,1,0.5140503273761005,421,5
benign,1,-8.244477794505656e-05,1.0,0.5,0,3,full_wrong_svm_right,3,1.0,2d1b8e725166423ba6efe9e1060c5a9f7ff6e47e10f844c5bc2db924a42e4c46,0,0.3967146140391303,3,2
benign,0,-3.6301844120025635,0.2692307692307692,0.18181818181818182,0,26,full_right_svm_wrong,7,0.2692307692307692,2f1665d640370726bf7693cb863dc151cf198e3abb771c800d3306e5cc15e3ae,1,0.5399799595503121,26,5
benign,1,-0.0010305180912837386,1.0,0.16,0,5,full_wrong_svm_right,5,1.0,2f7e9f8cd6826f1f2d79cc9588c75e7c1073f38240afaa3d13323a289c481722,0,0.39710956546558035,5,1
benign,1,-0.0008538301335647702,0.5,0.18181818181818182,0,14,full_wrong_svm_right,7,0.5,31dddfe9e107075825a9767e42fdde208b55f2f6e006431d8bc9a1a8acf46d64,0,0.34588490306326286,14,5
rat,1,-0.0007112844614312053,0.8,0.2727272727272727,1,10,full_right_svm_wrong,8,0.8,32c074ea3ee9b06637076ad041cf6fd50090bb4ca0594bfb2e58a558faf2ba41,0,0.49387261934050586,10,5
keylogger,0,-3.0646920204162598,0.01488095238095238,0.0,1,336,full_wrong_svm_right,5,0.01488095238095238,355d678b32f6b59d2e52b765afd574c9e575ac62d889c4d9aeffd461af8caff9,1,0.7371150566038228,336,5
dropper,0,-1.1600996255874634,0.5414012738853503,0.4375,1,157,full_wrong_svm_right,85,0.5414012738853503,3642435cff422b27ced63980a7843559fdbf65129ba046e7b3b5a2c7d56eb7b0,1,0.6097244046380593,157,5
benign,1,-8.237025031121448e-05,1.0,0.5,0,4,full_wrong_svm_right,4,1.0,390eddf33e5358274f4be2bdaaf9f70724b3c11a86288a4c897a2d2c2a432e37,0,0.41797833906393217,4,2
benign,1,-0.0036723909433931112,1.0,1.0,0,2,full_wrong_svm_right,2,1.0,3b2da4b7f28c38ce57575cf686534f8983d439319e3ec268ec42cf0aa5108639,0,0.48149861904857666,2,1
benign,1,-0.00037641258677467704,0.02318840579710145,0.2727272727272727,0,345,full_wrong_svm_right,8,0.02318840579710145,3f3cf9d01a00f9fbb9804a920a4da05702cb9307d0ac86ae33292ae756f88f51,0,0.26241779687870986,345,5
benign,1,-0.0021017256658524275,1.0,0.2,0,3,full_wrong_svm_right,3,1.0,4603659ec174815d4d91878e130f455fe9b155daa2ee2ad2b35ebcafc1103095,0,0.3469628747061097,3,2
benign,1,-0.0005962005234323442,1.0,0.75,0,42,full_wrong_svm_right,42,1.0,46cf3f0170434a51e0f04eb7c9b316718c5ca632218fcb733b8d7e26e2a8ba49,0,0.33548087937324333,42,1
coinminer,0,-1.9607048034667969,0.058823529411764705,0.25,1,153,full_wrong_svm_right,9,0.058823529411764705,47370567a44d4e367549cb93fed63e2677386e7e063afb79cfab6837d5078d67.dat,1,0.6561862263936865,153,5
benign,1,-0.0005755553138442338,0.03571428571428571,0.35714285714285715,0,280,full_wrong_svm_right,10,0.03571428571428571,49e7a5357623d867fda24f4a5243b6e951ff059e19e14892f0fb3ea75a1b700d,0,0.4213814471505925,280,5
keylogger,0,-3.0646920204162598,0.018796992481203006,0.0,1,266,full_wrong_svm_right,5,0.018796992481203006,4a26a194c6d384008c4e51b6d52cc3c39e2fd383476827c32320aa014ed88bcc,1,0.7172535924335333,266,5
trojan,0,-3.0646920204162598,0.01240694789081886,0.0,1,403,full_wrong_svm_right,5,0.01240694789081886,4c8a099e51f1acab7b042a54170b55b3444c74890162fe1523841b405b385521,1,0.6322352468924056,403,5
benign,1,-0.0001954981271410361,1.0,0.16216216216216217,0,8,full_wrong_svm_right,8,1.0,4f8b1f6665f880c6afdf031508d12400e41e77a2643b6f2839fe90a2c638b12f,0,0.45988453952461733,8,2
coinminer,1,-0.0003032381064258516,0.21212121212121213,0.25,1,33,full_right_svm_wrong,7,0.21212121212121213,50f2a84d5528e5aa7e1daad5046301052a87369dc85e7814c9ede27a9258be85,0,0.3704297328121919,33,5
benign,0,-0.07506759464740753,1.0,0.25,0,4,full_right_svm_wrong,4,1.0,53c15a3cdf726e391b9ebb580f875dad4c35b5a667c7f09296d7843c04b374c1,1,0.578623807077198,4,2
ransomware,0,-5.617400169372559,0.0213903743315508,0.1875,1,374,full_wrong_svm_right,8,0.0213903743315508,54cfd8b6d39733ca4110e8010ca207bed6b3a758438fe061000a5dc1a5e043bd,1,0.7270022261106821,374,5
benign,0,-0.37540513277053833,0.5454545454545454,0.16279069767441862,0,22,full_right_svm_wrong,12,0.5454545454545454,56d172696f53062100725c259f78b3290c1cc19e7465fa32f00533575cb66426,1,0.5224460098017092,22,5
benign,1,-0.00044641183922067285,1.0,0.6666666666666666,0,106,full_wrong_svm_right,106,1.0,596cb41c58203f8eda316caebfa23c89ec798286ca0be9ba67af9298ba831580,0,0.5021066417053084,106,3
benign,1,-0.002406408777460456,1.0,0.16666666666666666,0,4,full_wrong_svm_right,4,1.0,597cec748ae28520f3b85f23ba9461a3c0a753f5ca3c03794a71671fee515884,0,0.28367317084013305,4,3
dropper,1,-0.000865769456140697,0.06164383561643835,0.36363636363636365,1,146,full_right_svm_wrong,9,0.06164383561643835,5ab7ed8832792c955c412043385dcd6fa54d77bb9504f996fa45e22239dc23b0.dat,0,0.47369665358974444,146,5
benign,0,-1.9607048034667969,0.061224489795918366,0.25,0,147,full_right_svm_wrong,9,0.061224489795918366,5f349fc9b58bf915b5db0c6bcd8ccbf2333c8d6e5a57f13532734938aedcebbd,1,0.5170525349791656,147,5
benign,0,-4.301188945770264,1.0,0.14285714285714285,0,21,full_right_svm_wrong,21,1.0,6171324d078e0aae60769b2e4eeb9f00d7aeafda7b9723601bca21b3099cf663,1,0.65493262545995,21,3
benign,1,-0.0005868955631740391,1.0,0.5,0,5,full_wrong_svm_right,5,1.0,6263a79b1dc9f2410d190c8b626a3320b11af1c3e14dd7c25c345a56eb8e20d7,0,0.3826302599929069,5,1
benign,0,-4.049015045166016,1.0,0.6363636363636364,0,226,full_right_svm_wrong,226,1.0,626bf9d94480c0628e05192470d279710563e16e57671fef0f9163e47cb8f7f3,1,0.5160056568792346,226,5
benign,1,-0.000865769456140697,0.18,0.36363636363636365,0,50,full_wrong_svm_right,9,0.18,6270268441ce3e185e1941d7cce434376a72bf537b3d0922e51884590cd0c55a,0,0.464300958180624,50,5
benign,1,-0.00015474787505809218,1.0,0.25,0,2,full_wrong_svm_right,2,1.0,62b30b7e259ed00635ed11e66fbea2235ad6bf184edc6c5dc1231a796ee6e387.dat,0,0.3344632799350956,2,1
benign,1,-0.0007123242830857635,0.011976047904191617,0.125,0,501,full_wrong_svm_right,6,0.011976047904191617,62f92b082d230aaff4710702f8e453c9b57492853b1ee4410cda00130a502cbe,0,0.2857675246982018,501,5
benign,1,-0.0026575252413749695,0.25925925925925924,0.15384615384615385,0,27,full_wrong_svm_right,7,0.25925925925925924,660d32c413081beae147f6b632baa7851c663bcae821370a03ec210d0a192517,0,0.3209087635877509,27,5
benign,0,-3.0646920204162598,0.016025641025641024,0.0,0,312,full_right_svm_wrong,5,0.016025641025641024,684c8ba0c43e1b0d401e9d55ef8009aabce67c3be262d6144e5932b5e931db1b.dat,1,0.5901203146353254,312,5
backdoor,1,-0.0009193026926368475,0.86,0.42105263157894735,1,50,full_right_svm_wrong,43,0.86,697432598ece70cdc1c5cf128165164bdd70a8d241e61d5fcfb32db5a0d03b06,0,0.4926449985773593,50,5
coinminer,0,-3.0646920204162598,0.033112582781456956,0.0,1,151,full_wrong_svm_right,5,0.033112582781456956,69ecbcb8a73e5da00fb7b106ab7be4d7227a20cc3f97aafbdf22f9f6585578e2,1,0.5634712813693021,151,5
coinminer,0,-3.0646920204162598,0.02242152466367713,0.0,1,223,full_wrong_svm_right,5,0.02242152466367713,6b5f843d981b21d0cb8888f39d66d84ad1aba538007be0b869d69c0dcdc5501f.dat,1,0.6154637616948359,223,5
benign,0,-4.339081764221191,0.8398692810457516,0.6363636363636364,0,306,full_right_svm_wrong,257,0.8398692810457516,6d3cd04779e7724257aedc2c77621bfa31536d58ec18d911d26a3d7beda32851.dat,1,0.5132028982555297,306,5
ransomware,0,-3.0646920204162598,0.010752688172043012,0.0,1,465,full_wrong_svm_right,5,0.010752688172043012,6e6410e3fccdfff5cfeb9948b87b7800a3d8fbb8892171629d8b12ed255c1808.dat,1,0.5665027507679173,465,5
benign,1,-0.0026087495498359203,0.8333333333333334,0.0,0,6,full_wrong_svm_right,5,0.8333333333333334,727c3bd55bd12e6484aa6044e532200211ca908eb06200e88decc2e487544e24.dat,0,0.4263532738053015,6,5
benign,1,-0.0003669569850899279,1.0,0.14,0,9,full_wrong_svm_right,9,1.0,74f0c1dffff77845f9b0abf57966c2437577ef0067e4e491077283c200d4ee47,0,0.4787024530748142,9,2
benign,1,-0.0006010615034028888,1.0,0.5,0,56,full_wrong_svm_right,56,1.0,7af498aa1eeaa63b64e6ea83db74bb6d11fbd7eca2ccce3c9bd5b96d84d3f168,0,0.42079013701734874,56,1
trojan,1,-0.00044090268784202635,1.0,0.6666666666666666,1,115,full_right_svm_wrong,115,1.0,7e7f7fe4274e07d9eb77581c723e2568f644d984cf042f499b081232448c156b,0,0.4437733269768958,115,3
dropper,0,-1.9607048034667969,0.12,0.25,1,75,full_wrong_svm_right,9,0.12,7fbc2236c183913e94e205aa26c10d8395ad4fcec1e08bb2d24667ab6bcbd92e.dat,1,0.6044759590606332,75,5
benign,1,-0.000865769456140697,0.2,0.36363636363636365,0,45,full_wrong_svm_right,9,0.2,8272b64a91fb9db046ddcda7777729381dd3319873aa28e410ff89c386cb6ff4,0,0.3893592551809177,45,5
benign,0,-3.0646920204162598,0.015337423312883436,0.0,0,326,full_right_svm_wrong,5,0.015337423312883436,853a24d993bc3fecc850cefd1168581f04367bd6e5f96a956d8574bc7abbea7a,1,0.534953187279966,326,5
benign,0,-3.7956371307373047,0.01079913606911447,0.0,0,463,full_right_svm_wrong,5,0.01079913606911447,883667a09e4939cc00adaf1be85eb1ddfee0e37a5e6a91d0d58903bac37d474e,1,0.5718325268892839,463,5
benign,1,-0.0005755553138442338,0.04504504504504504,0.35714285714285715,0,222,full_wrong_svm_right,10,0.04504504504504504,898c509e30881996857cea95ad2f2c0c33dd518184aa8f550327f081c09b0ecd,0,0.3578425803342297,222,5
rat,1,-0.0015762236434966326,0.7222222222222222,0.16666666666666666,1,18,full_right_svm_wrong,13,0.7222222222222222,8b69aa5d856d8214f7a110f6c733fc87e57dd2fc57319e3b7dc5faa689e58806,0,0.49663858554183393,18,5
benign,0,-5.07474422454834,0.09216589861751152,0.375,0,217,full_right_svm_wrong,20,0.09216589861751152,901881bd33bb24c92784ab501d73c6f6c8413d3bd45cb788442107b135834054,1,0.5075534941920894,217,5
benign,1,-0.0026575252413749695,0.21875,0.15384615384615385,0,32,full_wrong_svm_right,7,0.21875,907c5961628ab6c19704ff75608f4087af2e0b096200ba1112a6f647f36db478,0,0.3015752352121152,32,5
benign,1,-0.0012613986618816853,1.0,0.6153846153846154,0,154,full_wrong_svm_right,154,1.0,911affdb72a9171b35c0fe916b67fc800bd22f021cd9dc833d21978688a1d0c1.dat,0,0.4762601137668915,154,4
benign,1,-0.0004145504208281636,1.0,0.16,0,5,full_wrong_svm_right,5,1.0,94e751cd141bd4c0616ef877c45ef579368d4fbf98949f0c74df4e6741bf0e59,0,0.39273573367862613,5,1
coinminer,0,-3.7956371307373047,0.08620689655172414,0.0,1,58,full_wrong_svm_right,5,0.08620689655172414,970184e9734fe079407b7b0a1d5fd8e74861ce4add51267570eae0e684f95e3d,1,0.6082560409389202,58,5
benign,0,-5.87916374206543,1.0,0.4,0,24,full_right_svm_wrong,24,1.0,9c55e88d91bbe71ca96759bb73967b493103d4c07c57c0da9fc98d1b8add30eb.dat,1,0.6389815328495965,24,2
benign,1,-0.00030697413603775203,0.016891891891891893,0.0,0,296,full_wrong_svm_right,5,0.016891891891891893,9ef01231afdc13b3f6c647d46ecc9fc86a7481ef42fc5ce61dea316e50e0b7fb,0,0.4783379706206638,296,5
benign,0,-3.0646920204162598,0.02100840336134454,0.0,0,238,full_right_svm_wrong,5,0.02100840336134454,a37341a4c95283001307ac951fc9df52b4a2f5e7064af1d5642e89b680a8b811,1,0.5500812031107452,238,5
benign,1,-0.00018533243564888835,0.01603206412825651,0.2727272727272727,0,499,full_wrong_svm_right,8,0.01603206412825651,a40a5716bbc1004812d956cd95e2710325e000980d98c25ddefb368e12c32b4c,0,0.41738121828948255,499,5
benign,0,-3.0646920204162598,0.03184713375796178,0.0,0,157,full_right_svm_wrong,5,0.03184713375796178,a896c4b8488ce737474b5addcc906ff33e344ee32bb77eb3da014af12dd63604,1,0.5463700728941708,157,5
benign,1,-0.00367662962526083,1.0,0.0,0,2,full_wrong_svm_right,2,1.0,ad154491897d59244872bf7d76af8a9afe6c41c0d5c7f6814d6d5297e90d3bb8,0,0.48149861904857666,2,2
coinminer,0,-2.5037975311279297,0.060240963855421686,0.23809523809523808,1,166,full_wrong_svm_right,10,0.060240963855421686,b62240573988c88cf4d28cbad7e80facd9afa79efc98627d16ca7322dcc64248,1,0.5116545136451476,166,5
benign,1,-0.00011103608267148957,0.8333333333333334,0.0,0,6,full_wrong_svm_right,5,0.8333333333333334,b6ca950de0bea24350794bfc68b8a430bf8d4388b3da78c6d9ac3cad54a7a531,0,0.32564115299410856,6,5
benign,1,-0.0007736575207673013,0.04040404040404041,0.2727272727272727,0,198,full_wrong_svm_right,8,0.04040404040404041,bbf358ed8d9e0d3ddd08bd0234044895081e02cc11994a5aaeab5adc41f5c4a3,0,0.38515410655484855,198,5
benign,0,-3.0646920204162598,0.01002004008016032,0.0,0,499,full_right_svm_wrong,5,0.01002004008016032,c143895e4b15473f817b9434f6124c36e6875022c9110c6b4a8348092953218d,1,0.519140089050468,499,5
ransomware,0,-3.0646920204162598,0.012468827930174564,0.0,1,401,full_wrong_svm_right,5,0.012468827930174564,c240cd6195701ee617bb6c5a26f991640277fc0b8919757bc333a096f9219441,1,0.6933284737073881,401,5
benign,1,-0.007358605973422527,1.0,0.25,0,2,full_wrong_svm_right,2,1.0,c7645ddb33c78db72e8914b18b4490f958252085de11f377cd83de3a14755d65,0,0.3005988901463753,2,1
benign,1,-0.0001237771357409656,1.0,0.2,0,3,full_wrong_svm_right,3,1.0,c8e569d5f5aeed72cfe9a2b4a944ee4c0e926fcc3c83bd7c350c57ba93731d98,0,0.31691609092157436,3,2
benign,0,-0.25175169110298157,0.014462809917355372,0.15384615384615385,0,484,full_right_svm_wrong,7,0.014462809917355372,cbbb08bcf12dcb0b2debd8aa71f137310819596362de9964165c2f3d3423acc7,1,0.6692649791917853,484,5
keylogger,0,-3.0646920204162598,0.029411764705882353,0.0,1,170,full_wrong_svm_right,5,0.029411764705882353,ce8b051bf8b306b703f3afc425e3252e295a8caa28707ca8359494415119ebdb,1,0.7129133083084447,170,5
coinminer,0,-3.0646920204162598,0.024509803921568627,0.0,1,204,full_wrong_svm_right,5,0.024509803921568627,d76e2aee807349e9d1402a5de2a62cbe87f5c5e2df034f147c5d1dff9c780c3a,1,0.7154840652454936,204,5
benign,1,-0.0005755553138442338,0.039525691699604744,0.35714285714285715,0,253,full_wrong_svm_right,10,0.039525691699604744,d78ce910ea5f048492bfe8c51f9b0c0e07e2865c217baeed61b48f351fb78280,0,0.5040611713545894,253,5
benign,0,-3.0646920204162598,0.01893939393939394,0.0,0,264,full_right_svm_wrong,5,0.01893939393939394,da4e5e20ff0dcf6b6ac01aea42e19b2dc7e601afa52148f2244a81519db82d8f,1,0.5425451268516555,264,5
benign,1,-0.0006130251567810774,1.0,0.3333333333333333,0,11,full_wrong_svm_right,11,1.0,dbae8c246022f62a0e4cf50b7e3877207776934dfacb9034dc355f3d077c2779,0,0.37211996940271636,11,3
keylogger,1,-0.034280579537153244,0.6363636363636364,0.18181818181818182,1,11,full_right_svm_wrong,7,0.6363636363636364,de9ad4014c21145a90fa59939ba4f47271ed8472eddec65bf2b7ac31851b1cac.dat,0,0.5022639699989707,11,5
benign,1,-0.0015710359439253807,0.30434782608695654,0.18181818181818182,0,23,full_wrong_svm_right,7,0.30434782608695654,df6fb24b1df023b0e5e4669606f504f73f39fc8c0de7fb9d3ee537b23b7c0a21,0,0.3905146001062948,23,5
benign,1,-0.0016478655161336064,0.8181818181818182,0.2,0,11,full_wrong_svm_right,9,0.8181818181818182,e0e911ba62c0f91500bea8a1a2312c4bbc7a696cb8c93732554804f6664f1f1b,0,0.2557914533173157,11,5
benign,0,-2.5037975311279297,0.04608294930875576,0.23809523809523808,0,217,full_right_svm_wrong,10,0.04608294930875576,e580b5567c99b8c0545da03f1b277a36b6b8c98ba56cf0e83a33d5938fb2e33c.dat,1,0.6117570095424337,217,5
benign,1,-0.000865769456140697,0.15254237288135594,0.36363636363636365,0,59,full_wrong_svm_right,9,0.15254237288135594,eebf2e36c6bab477bcd163e89431e230e8aae157cab97447f213d364e4bcf9b2,0,0.3237936575078026,59,5
