family,full_prediction,full_score,full_trace_coverage,graph_density,label,model_input_call_count,paired_status,retained_call_count,retained_call_coverage,sample_id,svm_prediction,svm_score,trace_call_count,unit_count
benign,0,-3.0646920204162598,0.00998003992015968,0.0,0,501,both_right,5,0.00998003992015968,045cdc2d264db03e14ab79f5534cafd556963a0b029bd4cc179776cb9272fbf6,0,0.3250142437249668,501,5
benign,0,-3.0646920204162598,0.00998003992015968,0.0,0,501,both_right,5,0.00998003992015968,04713f08eb3101543c614f66db3b7bf12aae3db67c74e392d14958679af97822.dat,0,0.3172216845678624,501,5
dropper,1,-0.005644773133099079,1.0,0.25,1,2,full_right_svm_wrong,2,1.0,049983269ab803ebaa1dcb64ddb43a2c4d2d577168db8c76b7b4da647bd353f0,0,0.48149861904857666,2,1
dropper,1,-0.0030642254278063774,1.0,1.0,1,2,both_right,2,1.0,04b6eb921f86f3032ab8fcabcf42ed9632b41ab7d2700eeed2c29f91a05bb2a5,1,0.7017489932378694,2,1
benign,1,-0.001452173455618322,0.35714285714285715,0.0,0,14,full_wrong_svm_right,5,0.35714285714285715,04b89a25ada6cb2456c000bf542f0e0a4ed4132826b229eb0c0aab8e645049f9,0,0.37262908959640817,14,5
ransomware,0,-3.0646920204162598,0.04504504504504504,0.0,1,111,full_wrong_svm_right,5,0.04504504504504504,04cfe027c699682bd48f382988098d0275f680bc84104d25f1a590ddfa0de897.dat,1,0.7074418316200227,111,5
benign,0,-1.1079366207122803,1.0,0.15384615384615385,0,6,full_right_svm_wrong,6,1.0,04d9422fbce50011386ef67f1856085a649932935f928c13bc7efe379ad6e293,1,0.5130886734822794,6,2
benign,0,-5.617400169372559,0.039603960396039604,0.1875,0,202,both_right,8,0.039603960396039604,05232e5c1da006d49f98d5a445d8dc3ce25fa681e8dbe49ac74ad95c1e38db70,0,0.21493265416893712,202,5
trojan,1,-0.0016498133772984147,1.0,0.25,1,2,full_right_svm_wrong,2,1.0,0531f3d4d9925951d8971569ae589c3942d016a31dc4e6f3c72299e4cea3d586,0,0.3594985348517239,2,1
trojan,1,-0.0011854484910145402,0.7333333333333333,0.3076923076923077,1,15,full_right_svm_wrong,11,0.7333333333333333,0538deeda3d5acbc44cc7b067107c321731054568e8438c7e3c209f08dec5989,0,0.4821146537667726,15,5
benign,0,-0.06392170488834381,0.2608695652173913,0.1320754716981132,0,46,both_right,12,0.2608695652173913,055d135d18c8b3efc8622f32120e509adac680e0f43275bd793d34261c70470d,0,0.3020783909338241,46,5
dropper,0,-4.2452473640441895,0.5555555555555556,0.0,1,9,full_wrong_svm_right,5,0.5555555555555556,057060d77f012b561cbbde7fe2c175ce229a89c45ed1407eb112c27a3687b48d,1,0.7338839285988683,9,5
benign,0,-5.617400169372559,0.044444444444444446,0.1875,0,180,both_right,8,0.044444444444444446,05f9716b0e84c750f936b2d5c5195d4ded3385b4d14cc99772ed3e3b4ec3abe7,0,0.2869526621145577,180,5
ransomware,1,-0.0006474138353951275,1.0,1.0,1,2,both_right,2,1.0,05fa5ae1c33ed5f256d8439b562f7cc19e857d9bca1c7f6d710f82dde29c9582,1,0.5544591542698833,2,1
ransomware,1,-0.000411103421356529,1.0,0.25,1,2,both_right,2,1.0,0622997afd0121a09150b3cf0a7f70283031beed66f47b30154e87cce7b2d357,1,0.7455747929589658,2,1
benign,0,-5.07474422454834,0.046511627906976744,0.375,0,430,both_right,20,0.046511627906976744,063a092cf028a4dfd6ad72a7e970639d07e7337a86821b3a84cfca36ab996091,0,0.2613732462846691,430,5
benign,0,-5.617400169372559,0.04040404040404041,0.1875,0,198,both_right,8,0.04040404040404041,064c8a1f93f7c3debf8355598a32722ce6c873258cdfdc331e44a98f926537bc,0,0.23097314515581335,198,5
trojan,1,-0.0005755553138442338,0.04048582995951417,0.35714285714285715,1,247,both_right,10,0.04048582995951417,064d8126ed5c78e641680b566705a66b00a6428f74cc69f77bfe79f387e60f6d,1,0.6600087459642191,247,5
benign,0,-5.617400169372559,0.017543859649122806,0.1875,0,456,both_right,8,0.017543859649122806,0658b609ca4a853baa810f4bdfe27499ec06f5956016cddb19b9c7bca792aaf6,0,0.29965505839290546,456,5
benign,0,-3.0646920204162598,0.010040160642570281,0.0,0,498,both_right,5,0.010040160642570281,067c1f1a1387eae3368cd7f5fefa3d2ef502ba1b60df5d3604f99994385013e9,0,0.2953310713734139,498,5
benign,0,-7.786211967468262,0.3103448275862069,0.19047619047619047,0,29,both_right,9,0.3103448275862069,06a3deb991125db0f6748adaf6165e82f62a41bd47bd96207ae6f488d58e5fb6,0,0.243852206155469,29,5
trojan,1,-0.0002941689745057374,1.0,0.1956521739130435,1,12,both_right,12,1.0,06a5b9fb5ef48b036b6591f3ffc5ee8f0b1d6a2beea7e83d2786aee899ac697a.dat,1,0.5730418584090462,12,3
backdoor,1,-0.00018861604621633887,0.05521472392638037,0.375,1,163,both_right,9,0.05521472392638037,06bc8060566ded78b40b308ae9f885520006fc88c6f9e75b6d2d4ec3366d5025,1,0.6203031441499254,163,5
benign,0,-4.291567802429199,1.0,0.16666666666666666,0,6,both_right,6,1.0,06f69e7d393f735f76fbaf78d5ca4ffe72c4c7d5578e21bc99d4ef5f62c450e5,0,0.1556762296525512,6,4
benign,0,-3.8467206954956055,0.025,0.25,0,360,both_right,9,0.025,071a84048527187f0d61b646755477680d6376d427beb9b7a382b58be0259586,0,0.2484266296428773,360,5
benign,0,-6.813037395477295,0.05113636363636364,0.19047619047619047,0,176,both_right,9,0.05113636363636364,072de8a3901af91ca42fbb97fa80ede85ba5932d9391f3a269305e848d79d152.dat,0,0.25752929801844165,176,5
ransomware,1,-0.001682859263382852,1.0,1.0,1,14,full_right_svm_wrong,14,1.0,07328afa23cacb2c2b78266ca761d2c46b2f671e69cd7f8238d4f36ca779aa32.dat,0,0.3675510747035056,14,1
benign,0,-8.602455139160156,0.6470588235294118,0.15,0,17,both_right,11,0.6470588235294118,074bb2c124a3b785dcc9af9f424450ae12b315ceaf24bd3ff87f1d8390e5b3ee.dat,0,0.4154573307741207,17,5
benign,0,-7.786211967468262,0.375,0.19047619047619047,0,24,both_right,9,0.375,0766dee51e16433935580dbc457e3b04029dc35f1288bbabdcf8ba79ee3809fb,0,0.22983226860650155,24,5
benign,0,-5.617400169372559,0.03389830508474576,0.1875,0,236,both_right,8,0.03389830508474576,07c21820770322d28b316a57c12de0adabdaa2763e17ad13904acdb4c7e5fa17.dat,0,0.24704893112196905,236,5
benign,0,-3.4804210662841797,0.05952380952380952,0.0,0,84,both_right,5,0.05952380952380952,086f14d3aaaa5e55278698568aface6d7a615dcb88e67d9a60440ff2e991ed65,0,0.38611836233075164,84,5
benign,0,-5.617400169372559,0.12121212121212122,0.1875,0,66,both_right,8,0.12121212121212122,08d15036cc706fa51402415f0a097876a42c7de3c2db2b122eae14f216ce14c7,0,0.19419646264163334,66,5
benign,0,-2.5037975311279297,0.020202020202020204,0.23809523809523808,0,495,both_right,10,0.020202020202020204,08d940c6c7c3a1d1f398621a3e0b5aa8c0fca4022ed24de7a879cfcaad867f1a,0,0.2893473613131873,495,5
benign,0,-5.995599746704102,0.0211864406779661,0.0,0,236,both_right,5,0.0211864406779661,08e885c20e77593fd29251a79269513479e91e924bbc42e8b10a5c4273ce3ef2,0,0.3642911860822936,236,5
dropper,0,-3.4804210662841797,0.16666666666666666,0.0,1,30,both_wrong,5,0.16666666666666666,090b6eb5ed7968960c32d388e307349afe5a2c97d8ddb84e1c8cb60d9a982243,0,0.45662517416490184,30,5
benign,1,-0.0036548576317727566,1.0,0.25,0,2,full_wrong_svm_right,2,1.0,090deff2570fd6be21d1e9b810c693f628126deb938526729eb03a7052623ead,0,0.48149861904857666,2,1
benign,0,-5.617400169372559,0.02768166089965398,0.1875,0,289,both_right,8,0.02768166089965398,091b6c9441cbf6fbed3dda7b2af008da73b0306be72f06b3f87af0aaa05d8ee5,0,0.2125523118011149,289,5
benign,0,-5.617400169372559,0.03418803418803419,0.1875,0,234,both_right,8,0.03418803418803419,0922d7d51d2d5153d7e28120a520b27dab424b6f72dce9d722aa9b67b19c0c17.dat,0,0.2888732164978304,234,5
benign,0,-5.617400169372559,0.36363636363636365,0.1875,0,22,both_right,8,0.36363636363636365,092a2335c6f5758d1a0a0a3724cb2fafd0662bfcea3a27e7444744dafd0b26ab.dat,0,0.23142752537935707,22,5
benign,0,-5.617400169372559,0.34782608695652173,0.1875,0,23,both_right,8,0.34782608695652173,093ab24ee1fc81601783efc7b5600356f878451a8714c12af8b6ddb0e540816a.dat,0,0.18551381245604162,23,5
benign,0,-4.973955154418945,0.2777777777777778,0.0,0,18,both_right,5,0.2777777777777778,0965583c23c85fbc17634265efcfeee95c02938f7d5c990799582cb7d5a6686b,0,0.25278922090962724,18,5
benign,0,-4.784564018249512,0.13725490196078433,0.25,0,51,both_right,7,0.13725490196078433,098b3e5db920b5404cbe51a55752d3faed92f82492467a5bf561d6e1089d1639,0,0.2662678645221235,51,5
benign,0,-7.166236877441406,0.38095238095238093,0.1875,0,21,both_right,8,0.38095238095238093,099f05ec3fe2811780d8e572ea02af8269f7a647d1f2fc06bb0370995f6f9550,0,0.291453598868472,21,5
backdoor,0,-3.738426446914673,0.07142857142857142,0.0,1,70,full_wrong_svm_right,5,0.07142857142857142,09c8ea9f9309517193edbb4a8b5f40cd0642256ae70c1bac5c6d60e34856d0a3,1,0.6003303047308851,70,5
benign,0,-9.422161102294922,0.3684210526315789,0.25,0,19,both_right,7,0.3684210526315789,09f3524a6aa1b5df0b80f29b2ee7ad7e7b81cc28ac1eaf02859f161942cf4a24,0,0.31320864631476103,19,5
benign,0,-5.617400169372559,0.0425531914893617,0.1875,0,188,both_right,8,0.0425531914893617,09fd3c19c0ccc9d711e172f07f8624523f9bbbc4eec870c748b8bd2be22579b7.dat,0,0.23947935390307337,188,5
benign,0,-4.973955154418945,0.2631578947368421,0.0,0,19,both_right,5,0.2631578947368421,09ff347adf2820434202bd3e30a5de0e67329026f8ea4bd8973d28234d7a2398,0,0.252260722012824,19,5
benign,0,-4.973955154418945,0.041666666666666664,0.0,0,120,both_right,5,0.041666666666666664,0a02b7b8ab7bf729ec7fdaeb8e7b11193c6f5b273df3a104f6d3cf9b36d96fff,0,0.3136415800647705,120,5
benign,0,-3.7920048236846924,0.15384615384615385,0.23076923076923078,0,65,both_right,10,0.15384615384615385,0a0ffa72dc53bc6e88d1426547728afd9d71b7f440be8d18d426ead68831a384,0,0.32144625935850274,65,5
benign,1,-0.0002673509588930756,0.06626506024096386,0.375,0,166,both_wrong,11,0.06626506024096386,0a21e6b705984c654ccdb7298b95f84fe83323a2ab07572820fc41f0429b411e,1,0.7102354888266893,166,5
rat,0,-3.42427659034729,1.0,0.6470588235294118,1,221,both_wrong,221,1.0,0a27d07a0c6896fe651ba655fa0213d9e31f157128d52612c74eca5aa02d3a6f,0,0.4498414126554037,221,5
trojan,1,-0.0007679051486775279,1.0,0.2222222222222222,1,3,both_right,3,1.0,0a48139ae4b1a333a622365bf096e9290b2f260f7144408cf55e9526adb7a576,1,0.7999863105352483,3,1
benign,0,-5.617400169372559,0.11428571428571428,0.1875,0,70,both_right,8,0.11428571428571428,0a571fb284150edf8c64cd532f747ba99904290b75855bfd40f65e8a525034d0,0,0.19763378355524203,70,5
benign,0,-12.40794563293457,0.0425531914893617,0.2727272727272727,0,188,both_right,8,0.0425531914893617,0a57cc32471142bd98fd1aa1004826a03edfef99698d990cd4c5a746c78a65ff.dat,0,0.38839884368739025,188,5
backdoor,1,-0.000133464956888929,1.0,0.2222222222222222,1,3,full_right_svm_wrong,3,1.0,0a5f3912ac00c9030bae4d7cd17aa0829c469c78fe155bb81a620909bd0af10e,0,0.48149861904857666,3,1
benign,0,-1.9607048034667969,0.20454545454545456,0.25,0,44,both_right,9,0.20454545454545456,0a60e2f6a40c8942643f92e3d5f8ccd3fe00728a9f7938ee512971d5c18e4175,0,0.3653893750968327,44,5
benign,0,-7.786211967468262,0.9,0.19047619047619047,0,10,both_right,9,0.9,0a749c3a6deefc47e6b22e8eb2810cc563717d8d2ee5329946e4926647e1a99c,0,0.21037319080701383,10,5
benign,0,-6.118622779846191,0.6666666666666666,0.125,0,9,both_right,6,0.6666666666666666,0a78bda7d24353ff35c3863c8f686afb2e02e120e849a106c06f684780019156,0,0.30172424562571204,9,5
trojan,1,-0.0005755553138442338,0.04081632653061224,0.35714285714285715,1,245,both_right,10,0.04081632653061224,0aa492b3f3c2cc5efbcef5b49a51dc0da1579166dda57a412f50235b87652574,1,0.558860875362017,245,5
benign,0,-3.0646920204162598,0.00998003992015968,0.0,0,501,both_right,5,0.00998003992015968,0afef31bd57659a762b0fde881e4e9450025e766757c9262dceeed92a0818014,0,0.31538549758288803,501,5
benign,0,-3.0646920204162598,0.010638297872340425,0.0,0,470,both_right,5,0.010638297872340425,0b08cd186bc908293efc15a7cfd1254c6679d84ecfed3adbec1c733210c1eb0e,0,0.2972176440758286,470,5
benign,0,-8.791499137878418,0.625,0.0,0,8,both_right,5,0.625,0b37a3f9ac59c74941bd4a8c489026e88c30d48e8188d4d14ad9dec4ffff3c35,0,0.28969386079444387,8,5
backdoor,0,-1.8008514642715454,0.023809523809523808,0.15,1,462,full_wrong_svm_right,11,0.023809523809523808,0b8f23fa1b468ed4af8c2fb371504b57fffcf04f79f266b078a79b41063a2e0a,1,0.722953992583185,462,5
keylogger,1,-0.034280579537153244,0.01364522417153996,0.18181818181818182,1,512,both_right,7,0.013671875,0b9392c21b248e7f97aedf34c8d0842a6c8be4017c21cc15794ded677a8c13f3,1,0.6861908689046524,513,5
benign,0,-0.7646431922912598,0.2037037037037037,0.15,0,54,both_right,11,0.2037037037037037,0bffb333f63f754cfa5368655f3a976e826d64930271c6055c2e889aeffaded0,0,0.30115032877062714,54,5
benign,0,-3.8467206954956055,0.13043478260869565,0.25,0,69,both_right,9,0.13043478260869565,0c778b4cd867549fcbfb8785ed6f9e4b1ffeb777037f956d04b4b12394c07c0f,0,0.1828681887961285,69,5
trojan,1,-0.011138536036014557,0.9166666666666666,0.45454545454545453,1,12,both_right,11,0.9166666666666666,0caa464b82bdff815199442014fb3f0fbb810b24f2134fe78100608084874ac3,1,0.6290301454139068,12,5
benign,0,-0.8265430331230164,0.2,0.125,0,30,both_right,6,0.2,0cc9c73edbc1cbfcaf3ec6d6b37de21420e57f84a80633812f60821564f6b6c2,0,0.26702691247803595,30,5
benign,0,-7.786211967468262,0.09,0.19047619047619047,0,100,both_right,9,0.09,0cd906a9b3cf23685b8cb9feb27336d4dfa9e811a7cbadae632f07b07822de3c,0,0.28169480474501546,100,5
benign,0,-4.973955154418945,0.29411764705882354,0.0,0,17,both_right,5,0.29411764705882354,0d09ac60c469c631b9198c371825ea7f6b3cd823640c6264c685b348bcfca2fe.dat,0,0.24718240401906647,17,5
benign,0,-0.8897373676300049,1.0,0.0,0,4,both_right,4,1.0,0d22c0e60cd090e76536532d72909d6993c9555c9ea092e86ab90794ec59246a,0,0.28359478400756405,4,4
benign,0,-7.298158168792725,0.020477815699658702,0.125,0,293,both_right,6,0.020477815699658702,0d26228714b4a79e9b5546a0bc2d765de33c396903c6f17fd15bf57207b7ea50,0,0.17443569581366533,293,5
benign,0,-5.617400169372559,0.025477707006369428,0.1875,0,314,both_right,8,0.025477707006369428,0d2db7958e5b0787b263d6d35380a81b2ef4fdff1cb9212a7035eff3e3a15aa2.dat,0,0.2098952708767802,314,5
trojan,1,-0.003674236359074712,1.0,0.5,1,3,full_right_svm_wrong,3,1.0,0d8d92b6aa39452c3c7971e3408784b1e6090ef185f751376a0dc20d982f007a,0,0.48149861904857666,3,2
ransomware,1,-7.017187454039231e-05,1.0,0.25,1,2,both_right,2,1.0,0daa208e5944fd316d93f92ef2d03c0fb0b754c57c416144cb128cbd87341938,1,0.7556315644493903,2,1
benign,0,-10.834762573242188,0.9285714285714286,0.16666666666666666,0,14,both_right,13,0.9285714285714286,0db4703d5040965e16f4bb9d070a26fe14a245b0dcb04158f6d3814500b6cb6d,0,0.48035171614513966,14,5
