api_preview,error_type,family,full_prediction,full_score,full_trace_coverage,graph_density,label,model_input_call_count,paired_status,retained_call_count,retained_call_coverage,sample_id,svm_prediction,svm_score,trace_call_count,unit_count
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-5.617400169372559,0.025559105431309903,0.1875,1,313,full_wrong_svm_right,8,0.025559105431309903,02f100f5bc8a47279e988572bb7174d663e4e8d7a42c1da4dd420d74b506c81c,1,0.6680153489911947,313,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-5.617400169372559,0.03463203463203463,0.1875,1,231,both_wrong,8,0.03463203463203463,02f242dee37df09b03488c48a281f203498e839b01643c1f1cec18df8dc96793.dat,0,0.38422293253292006,231,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-5.617400169372559,0.037914691943127965,0.1875,1,211,both_wrong,8,0.037914691943127965,2c8bc452581078c913aefd0f738fc90b65294c8664c5fb122c30f107a5a4b904,0,0.2773900401851985,211,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,rat,0,-5.617400169372559,0.04371584699453552,0.1875,1,183,both_wrong,8,0.04371584699453552,3a5584130632bbf838b992f18c5e57c15d5ebe6f759cfbe7e7d1cf593f611183.dat,0,0.3254200099344451,183,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-5.617400169372559,0.0213903743315508,0.1875,1,374,full_wrong_svm_right,8,0.0213903743315508,54cfd8b6d39733ca4110e8010ca207bed6b3a758438fe061000a5dc1a5e043bd,1,0.7270022261106821,374,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,trojan,0,-5.617400169372559,0.037383177570093455,0.1875,1,214,both_wrong,8,0.037383177570093455,667aa6d742d18726a2d90044565cd0841b1b43f99b3498e5224574807e8e6076,0,0.2957743127724882,214,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,ransomware,0,-5.617400169372559,0.023668639053254437,0.1875,1,338,both_wrong,8,0.023668639053254437,8ac411f4b10581c38be5c2767747ee0a9279eb4faf02d8e7842b8376e8f742bf.dat,0,0.2618990652444299,338,5
KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentThreadId | KERNEL32.GetCurrentProcessId | KERNEL32.QueryPerformanceCounter | KERNEL32.IsProcessorFeaturePresent | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.FlsAlloc | KERNEL32.GetProcAddress | kernel32.FlsSetValue | KERNEL32.LoadLibraryExW | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx | kernel32.InitializeCriticalSectionEx,FN,coinminer,0,-5.617400169372559,0.03319502074688797,0.1875,1,241,both_wrong,8,0.03319502074688797,cea1b7d1344279d14fd7112014059f9101aadfcafea9482ab20136c91a9b13e4,0,0.33009131904763117,241,5
KERNEL32.GetVersionExA | KERNEL32.GetModuleHandleA | KERNEL32.HeapCreate | KERNEL32.GetModuleHandleA | KERNEL32.GetProcAddress | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | kernel32.InitializeCriticalSectionAndSpinCount | KERNEL32.GetModuleHandleA | KERNEL32.GetProcAddress | KERNEL32.GetProcAddress | KERNEL32.GetProcAddress | KERNEL32.GetProcAddress | kernel32.FlsAlloc,FN,trojan,0,-5.07474422454834,0.10810810810810811,0.375,1,185,full_wrong_svm_right,20,0.10810810810810811,03359b2ad09de74d638c415d8c77c2920ebca1824d12ae924ff2784538a566e7,1,0.5827701048425549,185,5
KERNEL32.InitializeCriticalSection | KERNEL32.GetSystemTimeAsFileTime | KERNEL32.GetCurrentProcessId | KERNEL32.GetCurrentThreadId | KERNEL32.GetTickCount | KERNEL32.QueryPerformanceCounter | KERNEL32.GetStartupInfoA | msvcrt._initterm | msvcrt._initterm | KERNEL32.VirtualQuery | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery | msvcrt.memcpy | KERNEL32.VirtualQuery,FN,dropper,0,-4.973955154418945,0.06666666666666667,0.0,1,75,both_wrong,5,0.06666666666666667,786d9c89ee25590a8919c8416812865baeeac317d89208124a270de2a36f9665,0,0.2953746979800092,75,5
